symbol,chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,tag,exh,max_evals
ACVR1,CHEMBL3545363,-6.734,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989401,-10.648,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1238,-8.172,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL423,-6.897,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL237500,-7.427,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1356,-7.596,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200323,-8.619,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL946,-6.807,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105345,-5.17,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL17,-6.94,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200749,-5.495,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL822,-7.859,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4204794,-7.739,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1292,-6.817,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL601,-7.455,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201207,-6.598,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL256907,-11.04,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1717,-8.448,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2360464,-9.444,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1501,-8.278,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL254219,-8.701,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL5315053,-5.372,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL15770,-8.021,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL511,-7.191,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3348923,-6.882,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4303669,-6.142,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL651,-6.758,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL6068329,-8.134,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1446813,-8.46,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1257,-9.021,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4594293,-5.04,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1730,-8.552,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL829,-4.018,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1256818,-8.178,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL515914,-8.041,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2364612,-8.803,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1388,-7.93,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1111,-8.845,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2338675,-8.439,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1057,-7.937,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200542,-8.321,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL70246,-7.632,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200434,-3.103,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1770916,-5.544,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1430,-6.455,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989869,-7.704,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989933,-3.189,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200751,-7.108,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL278819,-5.883,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2448612,-6.215,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105662,-5.904,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105712,-7.889,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL434394,-8.38,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL28318,-4.883,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1477,-5.547,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201308,-7.209,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2048028,-10.689,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1356238,-6.926,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL848,-7.079,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL333826,-6.443,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200412,-5.776,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200425,-8.694,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL32800,-5.483,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201132,-7.147,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL125,-9.522,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL607400,-7.228,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1518,-4.515,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL21869,-6.148,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200436,-6.499,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200545,-6.482,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL17157,-9.465,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1684,-5.518,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1165,-6.26,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1742424,-7.087,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1723,-7.125,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4297588,-8.398,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL600,-7.733,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1371,-7.315,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3348963,-5.805,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201341,-8.571,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL967,-5.817,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL38827,-7.71,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2028663,-7.724,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3182343,-6.865,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4594246,-6.655,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200788,-7.49,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL818,-6.067,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2159122,-7.153,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1770,-8.354,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL376488,-7.055,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3182733,-7.074,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3707247,-6.21,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200503,-7.174,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3112741,-6.946,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4297603,-6.112,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989507,-6.853,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1088,-8.629,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200446,-7.199,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4594217,-5.534,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3184799,-8.563,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201256,-7.561,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL225072,-9.497,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1272,-6.361,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1559,-6.418,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105755,-9.787,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL607,-6.509,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1337,-7.205,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4585668,-6.048,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4594262,-5.957,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL93,-7.983,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201342,-8.561,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL929,-8.275,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200347,-7.332,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3707266,-5.329,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL495,-6.083,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200986,-7.345,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1523964,-4.565,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2104793,-7.638,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3622821,-6.713,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200541,-7.252,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1908348,-6.552,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL282121,-8.757,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201237,-10.703,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1005,-7.328,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL460,-7.426,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1615371,-7.08,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL6068343,-6.494,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3084748,-7.344,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4,-8.032,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL573,-4.73,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL684,-6.913,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL514,-6.883,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200514,-6.024,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1222250,-6.045,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1009,-5.461,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1476022,-5.883,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201005,-6.968,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2096631,-6.525,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL408,-7.235,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1316,-7.712,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL261772,-6.778,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201119,-7.225,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1697708,-5.494,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL575,-9.045,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989923,-8.427,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL494,-8.619,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL592,-8.184,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL490,-4.471,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989921,-6.714,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL832,-5.971,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL205596,-9.624,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1370,-7.088,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201346,-4.829,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105675,-7.121,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL529888,-8.26,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL141305,-7.497,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL811,-5.244,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1544,-5.978,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200334,-8.452,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989406,-7.325,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL64,-6.715,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL22,-4.262,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1071,-8.009,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200878,-8.334,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201760,-7.478,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200789,-6.714,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201729,-3.962,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1103,-6.775,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1754,-8.076,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL181,-7.807,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL614,-7.17,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL92401,-6.859,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL5,-5.375,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4297585,-8.808,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL900,-7.795,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989917,-7.826,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL73234,-4.97,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1450,-6.029,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1558,-8.096,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3545063,-5.061,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1141,-8.426,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2364633,-7.581,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL118,-4.891,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2107430,-9.712,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1639,-6.029,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200430,-6.242,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200581,-7.226,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201244,-7.393,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200385,-7.427,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989908,-6.559,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1562610,-6.325,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3185958,-6.574,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4650216,-6.928,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200866,-5.151,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1420,-6.888,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201003,-3.781,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201206,-3.995,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL959,-7.169,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989716,-6.854,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3183184,-7.281,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL38,-6.744,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL526,-7.549,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2105842,-6.502,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1703,-7.728,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1235452,-9.106,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200359,-6.297,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1547,-8.154,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2106122,-5.951,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL267894,-5.738,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL24,-5.012,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL3989697,-7.43,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200951,-8.823,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL4297516,-5.084,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200833,-5.089,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201325,-4.98,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1488,-5.863,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1201124,-4.033,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL2364738,-5.409,3,0.0,0.0,5.0,0,,_selftest,1,0
ACVR1,CHEMBL1200614,-6.102,3,0.0,0.0,5.0,0,,_selftest,1,0
