symbol,chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,neg_aff,pct_in_target,n_ligands_target,z_in_target,D1_affinity,D2_pharm_prior,D3_accessibility,D4_reliability,composite,in_top1pct,in_top5pct
ADRA2A,CHEMBL1113,-9.343,3,0.0,0.0,5.0,0,,_selftest,1,0,amoxapine,AMOXAPINE,313.8,3.43,36.9,1.0,4.0,0.0,0.0,0.0,Launched,norepinephrine reputake inhibitor,depression,False,N06AA17,9.343,94.5,400,1.597914501323946,0.945,0.4,1.0,0.9678285714285715,0.8231742857142856,False,False
ADRA2A,CHEMBL531,-9.839,3,0.0,0.0,5.0,0,,_selftest,1,0,pergolide,PERGOLIDE,314.5,4.27,19.0,1.0,2.0,4.0,0.0,8.0,Withdrawn,dopamine receptor agonist,,False,N04BC02,9.839,99.0,400,1.970493364644267,0.99,0.4,0.9,0.9678285714285715,0.8211742857142857,True,True
ADRA2A,CHEMBL597,-9.242,3,0.0,0.0,5.0,0,,_selftest,1,0,phentolamine,PHENTOLAMINE,281.4,2.84,47.9,2.0,4.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,pheochromocytoma|hypertension,False,C04AB01;V03AB36,9.242,93.25,400,1.5220466279462201,0.9325,0.4,1.0,0.9678285714285715,0.8181742857142857,False,False
ADRA2A,CHEMBL1764,-9.213,3,0.0,0.0,5.0,0,,_selftest,1,0,levomepromazine,LEVOMEPROMAZINE,328.5,4.5,15.7,0.0,4.0,5.0,0.0,10.0,Launched,dopamine receptor antagonist,psychosis|schizophrenia|bipolar disorder|nausea|insomnia,False,N05AA02,9.213,92.5,400,1.5002627831149904,0.925,0.4,1.0,0.9678285714285715,0.8151742857142859,False,False
ADRA2A,CHEMBL72,-9.189,3,0.0,0.0,5.0,0,,_selftest,1,0,desipramine,DESIPRAMINE,266.4,3.53,15.3,1.0,2.0,4.0,0.0,16.0,Launched,tricyclic antidepressant,depression,False,N06AA01,9.189,92.0,400,1.4822347735994916,0.92,0.4,1.0,0.9678285714285715,0.8131742857142858,False,False
ADRA2A,CHEMBL1201234,-9.188,3,0.0,0.0,5.0,0,,_selftest,1,0,mephentermine,MEPHENTERMINE,163.3,2.23,12.0,1.0,1.0,3.0,0.0,6.0,Launched,adrenergic receptor agonist,hypotension,False,C01CA11,9.188,91.75,400,1.4814836065363464,0.9175,0.4,1.0,0.9678285714285715,0.8121742857142857,False,False
ADRA2A,CHEMBL134,-9.166,3,0.0,0.0,5.0,0,,_selftest,1,0,clonidine,CLONIDINE,230.1,2.36,36.4,2.0,3.0,1.0,0.0,2.0,Launched,adrenergic receptor agonist,hypertension|attention-deficit/hyperactivity disorder (ADHD),True,C02AC01;N02CX02;S01EA04,9.166,91.5,400,1.4649579311471383,0.915,0.4,1.0,0.9678285714285715,0.8111742857142858,False,False
ADRA2A,CHEMBL862,-9.162,3,0.0,0.0,5.0,0,,_selftest,1,0,guanfacine,GUANFACINE,246.1,1.55,79.0,3.0,2.0,2.0,0.0,4.0,Launched,adrenergic receptor agonist,hypertension,False,C02AC02,9.162,91.0,400,1.4619532628945555,0.91,0.4,1.0,0.9678285714285715,0.8091742857142858,False,False
ADRA2A,CHEMBL442,-9.152,3,0.0,0.0,5.0,0,,_selftest,1,0,ergotamine,ERGOTAMINE,581.7,1.99,118.2,3.0,6.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,migraine headache,False,N02CA72;N02CA02;N02CA52,9.152,90.5,400,1.4544415922630962,0.905,0.6000000000000001,0.75,0.9678285714285715,0.8071742857142857,False,False
ADRA2A,CHEMBL445,-9.144,3,0.0,0.0,5.0,0,,_selftest,1,0,nortriptyline,NORTRIPTYLINE,263.4,3.83,12.0,1.0,1.0,3.0,0.0,14.0,Launched,tricyclic antidepressant,depression,True,N06AA10,9.144,90.25,400,1.4484322557579303,0.9025,0.4,1.0,0.9678285714285715,0.8061742857142857,False,False
ADRA2A,CHEMBL831,-9.078,3,0.0,0.0,5.0,0,,_selftest,1,0,loxapine,LOXAPINE,327.8,3.77,28.1,0.0,4.0,0.0,0.0,0.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia,False,N05AH01,9.078,89.5,400,1.3988552295903065,0.895,0.4,1.0,0.9678285714285715,0.8031742857142858,False,False
ADRA2A,CHEMBL753,-9.323,3,0.0,0.0,5.0,0,,_selftest,1,0,phenoxybenzamine,PHENOXYBENZAMINE,303.8,4.19,12.5,0.0,2.0,8.0,0.0,16.0,Launched,adrenergic receptor antagonist,hypertension|pheochromocytoma,False,C04AX02,9.323,94.0,400,1.5828911600610303,0.94,0.4,0.9,0.9678285714285715,0.8011742857142857,False,False
ADRA2A,CHEMBL647,-9.027,3,0.0,0.0,5.0,0,,_selftest,1,0,apraclonidine,APRACLONIDINE,245.1,1.76,62.4,3.0,2.0,1.0,0.0,4.0,Launched,adrenergic receptor agonist,glaucoma|intraocular pressure,False,S01EA03,9.027,88.75,400,1.3605457093698703,0.8875,0.4,1.0,0.9678285714285715,0.8001742857142857,False,False
ADRA2A,CHEMBL1201087,-9.695,3,0.0,0.0,5.0,0,,_selftest,1,0,cabergoline,CABERGOLINE,451.6,3.19,71.7,2.0,4.0,8.0,0.0,20.0,Launched,dopamine receptor agonist,hyperprolactinemia,False,G02CB03;N04BC06,9.695,98.5,400,1.8623253075512705,0.985,0.4,0.8,0.9678285714285715,0.7991742857142857,False,True
ADRA2A,CHEMBL289480,-8.926,3,0.0,0.0,5.0,0,,_selftest,1,0,rilmenidine,RILMENIDINE,180.3,1.15,33.6,1.0,3.0,3.0,0.0,6.0,Launched,adrenergic receptor agonist|imidazoline receptor agonist,hypertension,False,C02AC06,8.926,87.0,400,1.2846778359921445,0.87,0.4,1.0,0.9678285714285715,0.7931742857142858,False,False
ADRA2A,CHEMBL19236,-9.517,3,0.0,0.0,5.0,0,,_selftest,1,0,moxonidine,MOXONIDINE,241.7,0.82,71.4,2.0,6.0,2.0,0.0,4.0,Launched,imidazoline receptor agonist,hypertension,False,C02AC05,9.517,97.0,400,1.7286175703113162,0.97,0.4,0.8,0.9678285714285715,0.7931742857142857,False,True
ADRA2A,CHEMBL1079,-8.917,3,0.0,0.0,5.0,0,,_selftest,1,0,tizanidine,TIZANIDINE,253.7,1.72,62.2,2.0,6.0,1.0,0.0,2.0,Launched,adrenergic receptor agonist,spasms,True,M03BX02,8.917,86.75,400,1.2779173324238318,0.8675,0.4,1.0,0.9678285714285715,0.7921742857142857,False,False
ADRA2A,CHEMBL770,-8.866,3,0.0,0.0,5.0,0,,_selftest,1,0,tolazoline,TOLAZOLINE,160.2,1.23,24.4,1.0,2.0,2.0,0.0,4.0,Launched,adrenergic receptor antagonist,reverse sedative,False,M02AX02;C04AB02,8.866,86.25,400,1.2396078122033956,0.8625,0.4,1.0,0.9678285714285715,0.7901742857142857,False,False
ADRA2A,CHEMBL708,-8.851,3,0.0,0.0,5.0,0,,_selftest,1,0,ziprasidone,ZIPRASIDONE,412.9,3.81,48.5,1.0,5.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder,False,N05AE04,8.851,85.75,400,1.2283403062562093,0.8575,0.4,1.0,0.9678285714285715,0.7881742857142857,False,False
ADRA2A,CHEMBL312448,-8.815,3,0.0,0.0,5.0,0,,_selftest,1,0,xylometazoline,XYLOMETAZOLINE,244.4,3.15,24.4,1.0,2.0,2.0,0.0,6.0,Launched,adrenergic receptor agonist,nasal congestion|allergic rhinitis,False,S01GA53;R01AA07;R01AB06;S01GA03,8.815,85.25,400,1.2012982919829593,0.8525,0.4,1.0,0.9678285714285715,0.7861742857142857,False,False
ADRA2A,CHEMBL654,-8.813,3,0.0,0.0,5.0,0,,_selftest,1,0,mirtazapine,MIRTAZAPINE,265.4,2.48,19.4,0.0,3.0,0.0,0.0,0.0,Launched,adrenergic receptor antagonist|serotonin receptor antagonist,depression,False,N06AX11,8.813,85.0,400,1.1997959578566684,0.85,0.4,1.0,0.9678285714285715,0.7851742857142858,False,False
ADRA2A,CHEMBL301265,-8.801,3,0.0,0.0,5.0,0,,_selftest,1,0,pramipexole,PRAMIPEXOLE,211.3,1.58,50.9,2.0,4.0,3.0,0.0,8.0,Launched,dopamine receptor agonist,Parkinson's Disease,False,N04BC05,8.801,84.25,400,1.1907819530989183,0.8425,0.4,1.0,0.9678285714285715,0.7821742857142857,False,False
ADRA2A,CHEMBL629,-8.755,3,0.0,0.0,5.0,0,,_selftest,1,0,amitriptyline,AMITRIPTYLINE,277.4,4.17,3.2,0.0,1.0,3.0,0.0,14.0,Launched,norepinephrine inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin–norepinephrine reuptake inhibitor (SNRI),depression,True,N06AA09,8.755,83.0,400,1.1562282681942118,0.83,0.4,1.0,0.9678285714285715,0.7771742857142858,False,False
ADRA2A,CHEMBL844,-8.753,3,0.0,0.0,5.0,0,,_selftest,1,0,brimonidine,BRIMONIDINE,292.1,1.76,62.2,2.0,5.0,1.0,0.0,2.0,Launched,adrenergic receptor agonist,intraocular pressure|glaucoma|ocular hypertension,False,S01GA07;S01EA05;D11AX21,8.753,82.75,400,1.1547259340679197,0.8275,0.4,1.0,0.9678285714285715,0.7761742857142857,False,False
ADRA2A,CHEMBL716,-8.679,3,0.0,0.0,5.0,0,,_selftest,1,0,quetiapine,QUETIAPINE,383.5,2.86,48.3,1.0,6.0,5.0,0.0,12.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia|bipolar disorder,False,N05AH04,8.679,82.5,400,1.09913957139513,0.825,0.4,1.0,0.9678285714285715,0.7751742857142858,False,False
ADRA2A,CHEMBL42,-8.663,3,0.0,0.0,5.0,0,,_selftest,1,0,clozapine,CLOZAPINE,326.8,3.72,30.9,1.0,4.0,0.0,0.0,0.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia,False,N05AH02,8.663,81.75,400,1.087120898384797,0.8175,0.4,1.0,0.9678285714285715,0.7721742857142857,False,False
ADRA2A,CHEMBL1437,-9.249,3,0.0,0.0,5.0,0,,_selftest,1,0,norepinephrine,NOREPINEPHRINE,169.2,0.09,86.7,4.0,4.0,2.0,0.0,12.0,Launched,adrenergic receptor agonist,hypertension|urticaria|headache|seasonal affective disorder,False,C01CA03,9.249,93.5,400,1.5273047973882405,0.935,0.4,0.75,0.9678285714285715,0.7691742857142858,False,False
ADRA2A,CHEMBL128,-9.24,3,0.0,0.0,5.0,0,,_selftest,1,0,sumatriptan,SUMATRIPTAN,295.4,1.32,65.2,2.0,3.0,6.0,0.0,12.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC01,9.24,93.0,400,1.520544293819928,0.93,0.2,1.0,0.9678285714285715,0.7671742857142858,False,False
ADRA2A,CHEMBL1237021,-9.163,3,0.0,0.0,5.0,0,,_selftest,1,0,lurasidone,LURASIDONE,492.7,4.26,56.8,0.0,6.0,5.0,0.0,10.0,Launched,dopamine receptor antagonist|serotonin receptor antagonist,schizophrenia,False,N05AE05,9.163,91.25,400,1.4627044299577008,0.9125,0.4,0.75,0.9678285714285715,0.7601742857142857,False,False
ADRA2A,CHEMBL677,-9.532,3,0.0,0.0,5.0,0,,_selftest,1,0,levonordefrin,LEVONORDEFRIN,183.2,0.48,86.7,4.0,4.0,2.0,0.0,12.0,Launched,vasodilator,hemorrhage,False,,9.532,97.5,400,1.7398850762585036,0.975,0.4,0.6,0.9678285714285715,0.7551742857142857,False,True
ADRA2A,CHEMBL2,-8.934,3,0.0,0.0,5.0,0,,_selftest,1,0,prazosin,PRAZOSIN,383.4,1.78,107.0,1.0,8.0,4.0,0.0,10.0,Launched,adrenergic receptor antagonist,hypertension,False,C02CA01,8.934,87.25,400,1.2906871724973101,0.8725,0.4,0.8,0.9678285714285715,0.7541742857142858,False,False
ADRA2A,CHEMBL623,-9.425,3,0.0,0.0,5.0,0,,_selftest,1,0,nefazodone,NEFAZODONE,470.0,3.55,55.5,0.0,5.0,10.0,0.0,20.0,Withdrawn,adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin receptor antagonist|serotonin reuptake inhibitor,,False,N06AX06,9.425,96.25,400,1.659510200501903,0.9625,0.4,0.6,0.9678285714285715,0.7501742857142857,False,True
ADRA2A,CHEMBL679,-9.403,3,0.0,0.0,5.0,0,,_selftest,1,0,epinephrine,EPINEPHRINE,183.2,0.35,72.7,4.0,4.0,3.0,0.0,12.0,Launched,adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter,cardiac arrest|anaphylactic shock|asthma,False,R03AA01;S01EA51;R01AA14;B02BC09;S01EA01;A01AD01;C01CA24;R03AK01,9.403,96.0,400,1.6429845251126949,0.96,0.4,0.6,0.9678285714285715,0.7491742857142857,False,True
ADRA2A,CHEMBL1185,-8.95,3,0.0,0.0,5.0,0,,_selftest,1,0,zolmitriptan,ZOLMITRIPTAN,287.4,1.92,57.4,2.0,3.0,5.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC03,8.95,87.5,400,1.302705845507643,0.875,0.2,1.0,0.9678285714285715,0.7451742857142858,False,False
ADRA2A,CHEMBL1112,-8.352,3,0.0,0.0,5.0,0,,_selftest,1,0,aripiprazole,ARIPIPRAZOLE,448.4,4.86,44.8,1.0,4.0,7.0,0.0,14.0,Launched,serotonin receptor agonist|serotonin receptor antagonist,depression|schizophrenia|bipolar disorder,False,N05AX12,8.352,76.5,400,0.853507941746451,0.765,0.4,0.9500000000000001,0.9678285714285715,0.7411742857142858,False,False
ADRA2A,CHEMBL493,-8.786,3,0.0,0.0,5.0,0,,_selftest,1,0,bromocriptine,BROMOCRIPTINE,654.6,3.19,118.2,3.0,6.0,5.0,0.0,12.0,Launched,dopamine receptor agonist,hyperprolactinemia|Parkinson's Disease|acromegaly,False,G02CB01;N04BC01,8.786,83.25,400,1.179514447151731,0.8325,0.4,0.75,0.9678285714285715,0.7281742857142858,False,False
ADRA2A,CHEMBL1200347,-10.329,3,0.0,0.0,5.0,0,,_selftest,1,0,isopropamide iodide,ISOPROPAMIDE IODIDE,353.5,4.11,43.1,1.0,1.0,8.0,1.0,16.0,,,,False,,10.329,99.75,400,2.338565225585713,0.9975,0.0,0.9,0.9678285714285715,0.7241742857142858,True,True
ADRA2A,CHEMBL27810,-9.101,3,0.0,0.0,5.0,0,,_selftest,1,0,celiprolol,CELIPROLOL,379.5,2.89,90.9,3.0,5.0,9.0,0.0,22.0,Launched,adrenergic receptor antagonist,Ehlers-Danlos syndrome (EDS),False,C07AB08,9.101,89.75,400,1.4161320720426613,0.8975,0.4,0.6,0.9678285714285715,0.7241742857142857,False,False
SERPINE1,CHEMBL900,-10.274,3,0.0,0.0,5.0,0,,_selftest,1,0,orphenadrine,ORPHENADRINE,269.4,3.66,12.5,0.0,2.0,6.0,0.0,12.0,Launched,acetylcholine receptor antagonist,muscle pain,False,M03BC51,10.274,99.5,400,2.7205635740450806,0.995,0.2,1.0,0.5,0.723,True,True
ADRA2A,CHEMBL459,-9.583,3,0.0,0.0,5.0,0,,_selftest,1,0,methyldopa,METHYLDOPA,211.2,0.44,103.8,4.0,4.0,3.0,0.0,14.0,Launched,adrenergic receptor agonist,hypertension,False,C02AB01,9.583,98.0,400,1.77819459647894,0.98,0.4,0.4,0.9678285714285715,0.7171742857142858,False,True
ADRA2A,CHEMBL959,-9.22,3,0.0,0.0,5.0,0,,_selftest,1,0,rimantadine,RIMANTADINE,179.3,2.55,26.0,1.0,1.0,1.0,0.0,4.0,Launched,antiviral|RNA synthesis inhibitor,influenza A virus infection,False,J05AC02,9.22,92.75,400,1.5055209525570121,0.9275,0.0,1.0,0.9678285714285715,0.7161742857142857,False,False
SLC2A1,CHEMBL255044,-9.478,3,0.0,0.0,5.0,0,,_selftest,1,0,flupirtine,FLUPIRTINE,304.3,2.98,89.3,3.0,5.0,5.0,0.0,14.0,Launched,glutamate receptor antagonist,pain relief,True,N02BG07,9.478,97.75,400,1.905776039489663,0.9775,0.2,1.0,0.5,0.716,False,True
ADRA2A,CHEMBL526,-9.208,3,0.0,0.0,5.0,0,,_selftest,1,0,propofol,PROPOFOL,178.3,3.64,20.2,1.0,1.0,2.0,0.0,6.0,Launched,benzodiazepine receptor agonist,anesthetic,True,N01AX10,9.208,92.25,400,1.496506947799262,0.9225,0.0,1.0,0.9678285714285715,0.7141742857142857,False,False
TNIK,CHEMBL1185,-9.401,3,0.0,0.0,5.0,0,,_selftest,1,0,zolmitriptan,ZOLMITRIPTAN,287.4,1.92,57.4,2.0,3.0,5.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC03,9.401,97.0,400,1.7899211932318448,0.97,0.2,1.0,0.5,0.713,False,True
ADRA2A,CHEMBL181,-9.159,3,0.0,0.0,5.0,0,,_selftest,1,0,diazoxide,DIAZOXIDE,230.7,1.68,58.5,1.0,3.0,0.0,0.0,0.0,Launched,potassium channel activator,hypoglycemia,False,V03AH01;C02DA01,9.159,90.75,400,1.459699761705118,0.9075,0.0,1.0,0.9678285714285715,0.7081742857142856,False,False
ADRA2A,CHEMBL3989716,-9.356,3,0.0,0.0,5.0,0,,_selftest,1,0,propoxyphene napsylate,PROPOXYPHENE NAPSYLATE,339.5,4.28,29.5,0.0,3.0,8.0,0.0,18.0,,,,False,,9.356,94.75,400,1.6076796731448415,0.9475,0.0,0.9,0.9678285714285715,0.7041742857142858,False,False
ACVR1,CHEMBL1185,-9.014,3,0.0,0.0,5.0,0,,_selftest,1,0,zolmitriptan,ZOLMITRIPTAN,287.4,1.92,57.4,2.0,3.0,5.0,0.0,10.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC03,9.014,94.25,400,1.5435515561080493,0.9425,0.2,1.0,0.5,0.702,False,False
TNIK,CHEMBL128,-9.031,3,0.0,0.0,5.0,0,,_selftest,1,0,sumatriptan,SUMATRIPTAN,295.4,1.32,65.2,2.0,3.0,6.0,0.0,12.0,Launched,serotonin receptor agonist,migraine headache,True,N02CC01,9.031,94.25,400,1.4950481531761084,0.9425,0.2,1.0,0.5,0.702,False,False
ADRA2A,CHEMBL2103827,-8.87,3,0.0,0.0,5.0,0,,_selftest,1,0,droxidopa,DROXIDOPA,213.2,-0.46,124.0,5.0,5.0,3.0,0.0,16.0,Launched,norepinephrine precursor,hypertension|Parkinson's Disease,False,C01CA27,8.87,86.5,400,1.2426124804559784,0.865,0.4,0.55,0.9678285714285715,0.7011742857142857,False,False
ADRA2A,CHEMBL1200473,-9.053,3,0.0,0.0,5.0,0,,_selftest,1,0,cyclopentolate hydrochloride,CYCLOPENTOLATE HYDROCHLORIDE,291.4,2.18,49.8,1.0,4.0,6.0,0.0,16.0,,,,False,,9.053,89.0,400,1.3800760530116625,0.89,0.0,1.0,0.9678285714285715,0.7011742857142857,False,False
ADRA2A,CHEMBL1200434,-9.286,3,0.0,0.0,5.0,0,,_selftest,1,0,oxtriphylline,OXTRIPHYLLINE,104.2,-0.32,20.2,1.0,1.0,2.0,1.0,6.0,,,,False,R03DA02,9.286,93.75,400,1.5550979787246346,0.9375,0.0,0.9,0.9678285714285715,0.7001742857142857,False,False
TNIK,CHEMBL255044,-8.887,3,0.0,0.0,5.0,0,,_selftest,1,0,flupirtine,FLUPIRTINE,304.3,2.98,89.3,3.0,5.0,5.0,0.0,14.0,Launched,glutamate receptor antagonist,pain relief,True,N02BG07,8.887,92.0,400,1.3802867538030648,0.92,0.2,1.0,0.5,0.6930000000000001,False,False
ADRA2A,CHEMBL441,-8.855,3,0.0,0.0,5.0,0,,_selftest,1,0,thiopental,THIOPENTAL,242.3,1.35,58.2,2.0,3.0,4.0,0.0,8.0,Launched,GABA receptor antagonist,anesthetic,False,N01AF03;N05CA19,8.855,86.0,400,1.2313449745087923,0.86,0.0,1.0,0.9678285714285715,0.6891742857142857,False,False
GALNS,CHEMBL255044,-8.666,3,0.0,0.0,5.0,0,,_selftest,1,0,flupirtine,FLUPIRTINE,304.3,2.98,89.3,3.0,5.0,5.0,0.0,14.0,Launched,glutamate receptor antagonist,pain relief,True,N02BG07,8.666,90.75,400,1.310435793003948,0.9075,0.2,1.0,0.5,0.688,False,False
ADRA2A,CHEMBL3989923,-9.376,3,0.0,0.0,5.0,0,,_selftest,1,0,pitavastatin magnesium,PITAVASTATIN MAGNESIUM,420.5,3.18,93.5,2.0,5.0,8.0,-1.0,20.0,,,,False,,9.376,95.25,400,1.6227030144077572,0.9525,0.0,0.8,0.9678285714285715,0.6861742857142857,False,True
ADRA2A,CHEMBL184412,-9.064,3,0.0,0.0,5.0,0,,_selftest,1,0,dronedarone,DRONEDARONE,556.8,7.05,88.8,1.0,6.0,18.0,0.0,36.0,Launched,adrenergic receptor antagonist,atrial fibrillation (AF),False,C01BD07,9.064,89.25,400,1.3883388907062657,0.8925,0.4,0.4,0.9678285714285715,0.6821742857142856,False,False
SLC2A1,CHEMBL1770,-11.172,3,0.0,0.0,5.0,0,,_selftest,1,0,levamisole hydrochloride,LEVAMISOLE HYDROCHLORIDE,204.3,2.15,15.6,0.0,3.0,1.0,0.0,2.0,,,,False,,11.172,100.0,400,3.2482625084787142,1.0,0.0,1.0,0.5,0.675,True,True
VASH2,CHEMBL647,-10.147,3,0.0,0.0,5.0,0,,_selftest,1,0,apraclonidine,APRACLONIDINE,245.1,1.76,62.4,3.0,2.0,1.0,0.0,4.0,Launched,adrenergic receptor agonist,glaucoma|intraocular pressure,False,S01EA03,10.147,99.875,400,2.610926421716893,0.99875,0.0,1.0,0.5,0.6745,True,True
ADRA2A,CHEMBL1254682,-8.675,3,0.0,0.0,5.0,0,,_selftest,1,0,levallorphan,LEVALLORPHAN,283.4,3.64,23.5,1.0,2.0,2.0,0.0,6.0,Launched,opioid receptor antagonist,respiratory depression,False,,8.675,82.25,400,1.0961349031425471,0.8225,0.0,1.0,0.9678285714285715,0.6741742857142857,False,False
ACVR1,CHEMBL1201237,-10.703,3,0.0,0.0,5.0,0,,_selftest,1,0,levobunolol,LEVOBUNOLOL,291.4,2.33,58.6,2.0,4.0,5.0,0.0,14.0,Launched,adrenergic receptor antagonist,glaucoma|ocular hypertension,False,S01ED03,10.703,99.75,400,2.8243844857284244,0.9975,0.0,1.0,0.5,0.6739999999999999,True,True
AXL,CHEMBL1290,-10.434,3,0.0,0.0,5.0,0,,_selftest,1,0,penbutolol,PENBUTOLOL,291.4,3.47,41.5,2.0,3.0,6.0,0.0,16.0,Launched,adrenergic receptor antagonist,hypertension,False,C07AA23,10.434,99.75,400,2.9856261821927195,0.9975,0.0,1.0,0.5,0.6739999999999999,True,True
MAPK14,CHEMBL1399,-10.245,3,0.0,0.0,5.0,0,,_selftest,1,0,anastrozole,ANASTROZOLE,293.4,2.93,78.3,0.0,4.0,4.0,0.0,8.0,Launched,aromatase inhibitor,breast cancer,False,L02BG03,10.245,99.75,400,2.6216894400058353,0.9975,0.0,1.0,0.5,0.6739999999999999,True,True
GALNS,CHEMBL19449,-10.08,3,0.0,0.0,5.0,0,,_selftest,1,0,ibudilast,IBUDILAST,230.3,3.3,34.4,0.0,2.0,3.0,0.0,6.0,Launched,leukotriene receptor antagonist|phosphodiesterase inhibitor,asthma|stroke,False,R03DC04,10.08,99.5,400,2.4116587030869914,0.995,0.0,1.0,0.5,0.673,True,True
